gidx	chrom	start	end	srd	tpm	IQR	gid	n_tss
g1793	B01	184548783	184548988	-	5.837627337769891	87	Zm00001d031269	1
g1794	B01	184551342	184551456	-	18.30394262292942	2	Zm00001d031270	1
g1795	B01	184629568	184629626	+	3.8065933456850773	31	Zm00001d031271	1
g1796	B01	184634396	184634409	-	0.9264787968441783	5	Zm00001d031272	1
g1797	B01	184642715	184642882	-	10.448690719230282	61	Zm00001d031273	1
g1798	B01	184817128	184817236	+	9.311130113417777	7	Zm00001d031275	1
g1799	B01	184859347	184859641	+	31.081545491324164	18	Zm00001d031278	1
g1800	B01	184897753	184897896	+	0.9663469369882047	70	Zm00001d031279	1
g1801	B01	184904941	184905096	-	4.067410553458268	31	Zm00001d031280	1
g1802	B01	184926110	184926378	-	6.350508288724581	48	Zm00001d031281	1
g1803	B01	185021648	185021796	-	1.5300302069517968	101	Zm00001d022873	1
g1804	B01	185120543	185120732	+	34.968974205143184	3	Zm00001d031287	1
g1805	B01	185319123	185319677	+	5.400071841685319	421	Zm00001d031289	3
g1806	B01	185334604	185334750	-	10.580144446522215	12	Zm00001d031290	1
g1807	B01	185472858	185473103	+	4.305249351638056	198	Zm00001d031291	2
g1808	B01	185478610	185478795	-	2.85076425967318	108	Zm00001d031292	1
g1809	B01	185589093	185589119	+	6.681248641046673	3	Zm00001d031300	1
g1810	B01	185700426	185700445	+	2.643155245259343	6	Zm00001d031303	1
g1811	B01	185839040	185839208	+	10.7556961358958	61	Zm00001d031308	1
g1812	B01	185845028	185845277	+	9.073173274880668	123	Zm00001d031310	1
g1813	B01	185850218	185850293	-	2.4552057097970024	7	Zm00001d031311	1
g1814	B01	185874777	185874969	-	2.6149764489106366	93	Zm00001d031315	1
g1815	B01	185881519	185881630	-	2.2791506544402744	61	Zm00001d031316	1
g1816	B01	185911063	185911190	+	6.051402870449281	69	Zm00001d031317	1
g1817	B01	185915475	185915669	+	8.416223148265606	77	Zm00001d031318	1
g1818	B01	185960457	185960522	+	0.6036040701035329	11	Zm00001d031321	1
g1819	B01	185981528	185981734	-	7.9776035265599345	102	Zm00001d031323	1
g1820	B01	186062557	186062672	-	4.0559132802319695	10	Zm00001d031326	1
g1821	B01	186062726	186062897	+	12.91329988057075	77	Zm00001d031327	1
g1822	B01	186085385	186085544	-	3.648438606551659	66	Zm00001d031328	1
g1823	B01	186199460	186199541	-	0.4076804254976474	45	Zm00001d031329	1
g1824	B01	186380680	186380897	-	20.830383922783856	7	Zm00001d031332	1
g1825	B01	186729058	186729246	+	5.8433639745521075	149	Zm00001d031338	1
g1826	B01	186816703	186816710	+	0.44540864059873764	0	Zm00001d031342	1
g1827	B01	186837355	186837510	-	81.84035087135841	3	Zm00001d031344	1
g1828	B01	186945003	186945036	+	1.6844705106628273	6	Zm00001d031345	1
g1829	B01	187058907	187059226	+	22.61590920519615	72	Zm00001d031349	2
g1830	B01	187066828	187066905	-	0.624896157499664	55	Zm00001d031351	2
g1831	B01	187481997	187481998	+	0.7000628972734689	0	Zm00001d031367	1
g1832	B01	187721503	187721516	-	8.010086552730991	3	Zm00001d031377	1
g1833	B01	187902653	187902663	+	0.5254008056031093	0	Zm00001d031382	1
g1834	B01	188864324	188864499	-	1.8510097184581107	58	Zm00001d031398	1
g1835	B01	189290172	189291592	+	16.798162897098123	1304	Zm00001d031412	4
g1836	B01	189358785	189358928	+	2.2616932485877084	61	Zm00001d031415	1
g1837	B01	189440082	189440137	+	3.846686197357646	7	Zm00001d031416	1
g1838	B01	189511613	189511883	+	9.528662445590506	81	Zm00001d031418	1
g1839	B01	189574072	189574197	+	0.3566569476361573	95	Zm00001d031420	1
g1840	B01	189578068	189578281	-	61.14064160744916	37	Zm00001d031421	1
g1841	B01	189580880	189581096	+	8.123311640207316	49	Zm00001d031422	1
g1842	B01	189592706	189593622	+	129.71088574327237	395	Zm00001d031423	2
g1843	B01	189856150	189860704	+	34.52902575502022	4243	Zm00001d031429	2
g1844	B01	189865853	189867922	-	34.49158884987999	75	Zm00001d031430	2
g1845	B01	189876519	189876670	-	1.75493653884001	58	Zm00001d031431	1
g1846	B01	190050468	190050479	+	0.8389358652728225	2	ENSRNA049465132	1
g1847	B01	190081994	190082139	-	6.231128229558647	35	Zm00001d031434	1
g1848	B01	190176114	190176311	+	9.593020229775782	70	Zm00001d031436	1
g1849	B01	190180427	190180604	+	14.37574025785298	52	Zm00001d031437	1
g1850	B01	190218855	190218924	-	4.0038812395583765	6	Zm00001d031439	1
g1851	B01	190232594	190233007	+	5.397031268136046	299	Zm00001d031441	3
g1852	B01	190269569	190269966	-	5.710656946735356	124	Zm00001d031444	2
g1853	B01	190273837	190274045	+	4.012397803970384	116	Zm00001d031445	2
g1854	B01	190291298	190291961	-	26.810152444895426	130	Zm00001d031447	2
g1855	B01	190316430	190316562	+	2.973725632398869	116	Zm00001d031449	2
g1856	B01	190387049	190387105	-	4.499243546129107	14	Zm00001d031451	1
g1857	B01	190558164	190558292	-	9.561059278906908	47	Zm00001d031453	1
g1858	B01	190653519	190653773	-	4.360423486750358	130	Zm00001d031454	1
g1859	B01	190910658	190910799	+	5.611770986027639	43	Zm00001d031457	1
g1860	B01	191125946	191126044	-	0.41495448734802304	86	Zm00001d031464	1
g1861	B01	191126899	191127108	-	4.195578801287152	133	Zm00001d031465	1
g1862	B01	191267394	191268070	-	16.926391388116635	78	Zm00001d031470	2
g1863	B01	191272686	191272795	-	0.9471901527085581	70	Zm00001d031471	1
g1864	B01	191332123	191332281	-	13.902628152834032	63	Zm00001d031473	1
g1865	B01	191370298	191370419	+	0.7302059904477507	50	Zm00001d031475	1
g1866	B01	191524233	191524475	-	3.788182874624654	169	Zm00001d031481	2
g1867	B01	191582367	191582554	+	30.017955472754508	61	Zm00001d031484	1
g1868	B01	191586013	191586442	+	12.046897601933768	87	Zm00001d031485	1
g1869	B01	191639676	191639950	+	8.808829752949222	96	Zm00001d031486	1
g1870	B01	191766277	191767785	+	24.877947613849024	509	Zm00001d031487	3
g1871	B01	191780828	191781041	-	12.03525834363474	134	Zm00001d031489	1
g1872	B01	191824404	191824637	-	9.324030068277956	84	Zm00001d031490	1
g1873	B01	191908155	191908346	+	6.7340321019607075	89	Zm00001d031494	1
g1874	B01	192002824	192002991	+	1.0982594407380422	125	Zm00001d031496	1
g1875	B01	192126905	192127015	-	4.4364833630022	80	Zm00001d031502	1
g1876	B01	192255026	192255123	-	1.1628872153462948	56	Zm00001d031505	1
g1877	B01	192358653	192358666	-	0.6561102086364332	3	Zm00001d031510	1
g1878	B01	192437420	192437498	-	2.698791908233679	20	Zm00001d031514	1
g1879	B01	192615407	192615511	+	1.1106089342495438	73	Zm00001d031518	1
g1880	B01	192675662	192675879	+	24.09999182694528	56	Zm00001d031520	1
g1881	B01	192746815	192747263	+	26.330919389036104	74	Zm00001d031522	2
g1882	B01	192799007	192799163	+	2.788396656141309	39	Zm00001d031523	1
g1883	B01	192892685	192892906	+	18.39949443250647	33	Zm00001d031525	1
g1884	B01	192898242	192898346	+	2.8039066788090783	60	Zm00001d031526	1
g1885	B01	192951808	192951969	+	4.364091207733294	92	Zm00001d031527	1
g1886	B01	192964301	192971947	-	7.362503085249822	7537	Zm00001d031529	2
g1887	B01	192996722	192996892	-	1.3305847841131229	105	Zm00001d031531	1
g1888	B01	193249894	193250143	+	41.469667290644544	59	Zm00001d031532	1
g1889	B01	193347627	193348162	-	17.960164710591727	131	Zm00001d031534	2
g1890	B01	193452246	193452618	+	4.94359682847177	261	Zm00001d031535	2
g1891	B01	193622743	193622809	-	10.523860613724466	0	Zm00001d031536	1
g1892	B01	193693855	193693959	+	2.5617978996106583	68	Zm00001d031539	1
g1893	B01	193698548	193698750	+	6.004744443224834	46	Zm00001d031540	1
g1894	B01	193753178	193753373	+	3.8680080486203074	84	Zm00001d031542	1
g1895	B01	193767782	193768152	+	16.30012543683156	96	Zm00001d031543	2
g1896	B01	193835451	193835698	-	5.660859177098392	100	Zm00001d031545	1
g1897	B01	193839055	193839146	+	1.404038758718519	7	Zm00001d031546	1
g1898	B01	193884132	193884290	-	4.490246054984514	92	Zm00001d022886	1
g1899	B01	194112849	194113039	+	5.338384224845301	31	Zm00001d031554	1
g1900	B01	194122450	194122581	-	7.735613801743553	46	Zm00001d031555	1
g1901	B01	194157225	194157343	+	63.94988695419301	6	Zm00001d031556	1
g1902	B01	194267086	194267291	+	52.77131919154482	77	Zm00001d031560	1
g1903	B01	194334512	194334525	+	3.5844591441956775	9	Zm00001d022888	1
g1904	B01	194339684	194339914	+	15.084230759657718	80	Zm00001d031561	2
g1905	B01	194371021	194371417	-	18.59930639523835	218	Zm00001d031562	1
g1906	B01	194606396	194606594	+	1.6508411832782783	78	Zm00001d031568	1
g1907	B01	194688024	194688331	+	10.663684490767533	64	Zm00001d031569	1
g1908	B01	194695016	194696945	-	15.48963575790161	73	Zm00001d031570	3
g1909	B01	194780461	194780753	-	5.253869030550937	94	Zm00001d031572	2
g1910	B01	195093702	195093718	-	0.8838256409296599	7	Zm00001d031577	1
g1911	B01	195116961	195116961	+	0.46405712355741274	0	Zm00001d031578	1
g1912	B01	195292778	195294408	-	21.104309703408376	156	Zm00001d031580	2
g1913	B01	195388615	195398010	+	14.569861484112188	9208	Zm00001d031581	2
g1914	B01	195524347	195524775	-	14.114140973075573	209	Zm00001d031586	2
g1915	B01	195611461	195611591	-	32.38300331626833	4	Zm00001d031589	1
g1916	B01	195672170	195677337	+	11.767806626437292	4973	Zm00001d031593	2
g1917	B01	195873333	195873459	+	0.78075904401215	58	Zm00001d031599	1
g1918	B01	195947570	195947588	+	0.7624953750566024	6	Zm00001d031601	1
g1919	B01	195958401	195958707	+	4.609807804945279	164	Zm00001d031602	2
g1920	B01	196153299	196153446	-	79.81757726185597	0	Zm00001d031611	1
g1921	B01	196224593	196224827	+	6.9947534394021185	76	Zm00001d031617	1
g1922	B01	196229582	196229766	-	8.663531909806283	70	Zm00001d031618	1
g1923	B01	196232309	196232629	+	11.992848360387772	122	Zm00001d031619	1
g1924	B01	196575028	196575285	+	55.13218169530356	3	Zm00001d031621	1
g1925	B01	196772806	196773079	+	2.931248661753477	172	Zm00001d031625	1
g1926	B01	196867693	196867928	-	49.27280633515685	27	Zm00001d031627	1
g1927	B01	196930818	196930901	+	1.7286537998289206	60	Zm00001d031634	1
g1928	B01	196947059	196947206	-	15.21375431010153	3	Zm00001d031635	1
g1929	B01	197047776	197048176	-	331.0970005012651	38	Zm00001d031636	1
g1930	B01	197052164	197052413	-	21.245213819373923	76	Zm00001d031637	1
g1931	B01	197063417	197063741	+	2.4998969551781074	267	Zm00001d031638	2
g1932	B01	197105568	197105663	+	3.6311179693975295	11	Zm00001d031639	1
g1933	B01	197111174	197111321	-	22.971973435224996	3	Zm00001d031640	1
g1934	B01	197111599	197111986	+	17.74008594103686	263	Zm00001d031641	2
g1935	B01	197132987	197133121	+	3.62174402833725	69	Zm00001d031643	1
g1936	B01	197311776	197311796	-	6.476109176166438	1	Zm00001d031647	1
g1937	B01	197355196	197355473	-	10.206021421640308	169	Zm00001d031648	2
g1938	B01	197395409	197395546	-	6.226504192263006	76	Zm00001d031651	1
g1939	B01	197494519	197494569	+	1.87971430693097	27	Zm00001d031653	1
g1940	B01	197545594	197545772	+	34.314017193743844	1	Zm00001d031655	1
g1941	B01	197693294	197699982	-	24.007720363332098	5723	Zm00001d031657	4
g1942	B01	197759872	197760228	+	58.084323429007505	219	Zm00001d031659	1
g1943	B01	197840628	197840860	+	4.976133600312861	158	Zm00001d031660	2
g1944	B01	197921267	197921699	-	17.182878171339777	179	Zm00001d031662	1
g1945	B01	198080723	198080874	-	6.465199974105165	6	Zm00001d031665	1
g1946	B01	198116962	198116973	-	1.5194066703673752	4	Zm00001d031666	1
g1947	B01	198130646	198130876	-	6.580729934586743	60	Zm00001d031667	1
g1948	B01	198135853	198136194	-	2.3711049249480745	223	Zm00001d031668	2
g1949	B01	198157955	198158186	+	15.067088407479647	146	Zm00001d031671	1
g1950	B01	198267799	198267907	+	0.4013173579780139	66	Zm00001d031674	1
g1951	B01	198291609	198292186	+	17.187089066202788	240	Zm00001d031676	3
g1952	B01	198453808	198454101	+	34.75736449392499	6	Zm00001d031677	1
g1953	B01	198538389	198538493	-	2.9134946612504047	37	Zm00001d031678	1
g1954	B01	198609009	198609223	+	8.165415639066259	51	Zm00001d031684	1
g1955	B01	198649524	198649924	+	40.262560198280354	110	Zm00001d031688	2
g1956	B01	198655371	198655621	+	9.423634917278529	124	Zm00001d031689	1
g1957	B01	198667811	198668125	+	17.941754064811693	130	Zm00001d031691	1
g1958	B01	198705341	198705416	+	0.9007082724611705	65	Zm00001d031693	2
g1959	B01	198706277	198706469	+	12.361696547368195	45	Zm00001d031694	1
g1960	B01	198748010	198748263	+	26.22438854106863	106	Zm00001d031696	1
g1961	B01	198837959	198838136	-	3.4066732725137965	42	Zm00001d031700	1
g1962	B01	198848207	198849539	-	47.4945095861566	6	Zm00001d031701	2
g1963	B01	198955363	198955435	+	1.5771734469177747	52	Zm00001d031703	1
g1964	B01	199015593	199015717	+	5.635879429833622	44	Zm00001d031705	1
g1965	B01	199023400	199023488	+	1.0315200982205066	63	Zm00001d031706	1
g1966	B01	199074680	199074861	+	23.215506345559874	79	Zm00001d031707	1
g1967	B01	199139392	199139507	-	4.064058574278908	57	Zm00001d031712	1
g1968	B01	199251957	199252034	-	1.0528988335014666	60	Zm00001d031717	1
g1969	B01	199417489	199417617	-	0.9187844969190454	67	Zm00001d031720	1
g1970	B01	199418258	199418318	+	6.177291122277646	24	ENSRNA049465110	1
g1971	B01	199502278	199502530	+	10.022669104819997	64	Zm00001d031723	2
g1972	B01	199652531	199653194	-	52.718732969884485	354	Zm00001d031725	1
g1973	B01	199709960	199710391	-	7.583548124479436	355	Zm00001d031726	2
g1974	B01	199715591	199715939	+	19.359010474148594	126	Zm00001d031727	3
g1975	B01	199827284	199827381	+	1.9128719360318156	55	Zm00001d031729	1
g1976	B01	199915360	199915492	-	6.955029341415706	66	Zm00001d031730	1
g1977	B01	200053336	200054381	-	244.05548786342527	437	Zm00001d031732	1
g1978	B01	200066733	200066734	+	0.21215142004908563	0	Zm00001d022891	1
g1979	B01	200261860	200262162	-	3.0260399838604535	194	Zm00001d031737	2
g1980	B01	200303668	200303847	+	9.400180743466684	84	Zm00001d031738	2
g1981	B01	200315407	200315475	-	5.098407991450348	3	Zm00001d031740	1
g1982	B01	200421827	200422541	+	75.6462332927166	112	Zm00001d031741	1
g1983	B01	200675520	200675702	+	14.379399505679993	38	Zm00001d031747	1
g1984	B01	200689351	200689657	-	13.297146543889232	75	Zm00001d031749	1
g1985	B01	200706846	200707344	+	3.407943293652609	414	Zm00001d031750	2
g1986	B01	200739791	200739811	-	0.35839749731897874	14	Zm00001d031753	1
g1987	B01	200944038	200944432	+	2.209562241543636	380	Zm00001d031759	4
g1988	B01	201111661	201111899	-	24.007581606582246	66	Zm00001d031764	1
g1989	B01	201189696	201189853	+	1.8143491553479336	40	Zm00001d031766	1
g1990	B01	201199804	201199826	-	2.5424012489420864	7	Zm00001d031769	1
g1991	B01	201398563	201398831	-	5.513336071579761	165	Zm00001d031773	2
g1992	B01	201578624	201578625	+	1.7228288776325213	0	Zm00001d031781	1
g1993	B01	201730088	201730162	+	1.6116829682215905	60	Zm00001d031782	1
g1994	B01	201757743	201757844	+	0.6002575607517692	46	Zm00001d031784	1
g1995	B01	201802222	201802316	-	0.66377660943855	56	Zm00001d031785	1
g1996	B01	201947011	201947403	+	5.309620166086346	292	Zm00001d031790	2
g1997	B01	201966121	201966170	-	0.3907128612449943	11	Zm00001d031792	1
g1998	B01	202076100	202076321	+	3.3272962396315084	74	Zm00001d031793	1
g1999	B01	202103491	202103723	+	72.07467722664119	34	Zm00001d031796	1
g2000	B01	202170569	202170581	+	0.44665347018206947	5	Zm00001d031797	1
g2001	B01	202181344	202181554	-	7.014438372464919	61	Zm00001d031799	1
g2002	B01	202185622	202185989	-	3.0277627965555745	353	Zm00001d031801	2
g2003	B01	202214906	202215127	+	2.1090420231515865	92	Zm00001d031802	1
g2004	B01	202296861	202296968	+	1.2505756100232122	87	Zm00001d031804	1
g2005	B01	202330655	202330795	+	9.566532216722278	29	Zm00001d031805	1
g2006	B01	202360427	202360451	+	0.8927669095967685	1	Zm00001d031806	1
g2007	B01	202456426	202456653	+	5.665029042354394	67	Zm00001d031807	1
g2008	B01	202464513	202464664	+	0.7807884763538896	92	Zm00001d031808	2
g2009	B01	202472528	202472739	-	11.528386176790308	58	Zm00001d031809	1
g2010	B01	202556236	202556264	-	0.7307243220539578	10	Zm00001d031811	1
g2011	B01	202634502	202634552	-	6.538021491035745	10	Zm00001d031813	1
g2012	B01	202670803	202670920	-	1.7703131018943992	64	Zm00001d031814	1
g2013	B01	202689898	202690011	-	0.9095149676433276	106	Zm00001d031815	2
g2014	B01	202756966	202757117	-	4.912335798447753	41	Zm00001d031816	1
g2015	B01	202884567	202895351	+	22.345248222899215	154	Zm00001d031817	2
g2016	B01	202981401	202981967	+	1053.1546640630909	2	Zm00001d031822	1
g2017	B01	202981882	202982031	-	0.7392764896506926	117	Zm00001d031823	1
g2018	B01	202992130	202992356	-	10.78282511322322	64	Zm00001d031824	1
g2019	B01	202995811	202996154	-	129.68375669060714	22	Zm00001d031825	1
g2020	B01	203011310	203011527	-	1.3888065207888634	124	Zm00001d031826	2
g2021	B01	203127748	203128120	-	9.77081035002683	244	Zm00001d031832	1
g2022	B01	203134658	203135150	-	129.24996216777504	196	Zm00001d031833	2
g2023	B01	203222064	203222100	+	1.471897111995678	6	Zm00001d031837	1
g2024	B01	203677310	203677318	-	0.42544928162368967	5	Zm00001d031843	1
g2025	B01	203698992	203699290	-	3.413764846203903	153	Zm00001d031844	1
g2026	B01	203973232	203973508	+	10.293165848302053	88	Zm00001d031847	1
g2027	B01	203996324	203996796	-	176.9617389363757	85	Zm00001d031849	2
g2028	B01	204133431	204133722	-	17.232935686817815	139	Zm00001d031850	1
g2029	B01	204138597	204138814	-	2.8164051890192106	85	Zm00001d031851	1
g2030	B01	204140440	204140847	+	91.32335852371705	32	Zm00001d031852	1
g2031	B01	204145053	204145572	+	12.070446756989359	298	Zm00001d031853	2
g2032	B01	204236495	204236688	+	11.75366263273097	83	Zm00001d031854	1
g2033	B01	204242758	204242777	-	10.861936874316402	2	Zm00001d031855	1
g2034	B01	204248051	204248195	-	9.050068908841364	31	Zm00001d031856	1
g2035	B01	204347844	204348156	+	4.2500843554415955	200	Zm00001d031858	1
g2036	B01	204433952	204434107	+	15.276309159690243	33	Zm00001d031860	1
g2037	B01	204537196	204537553	-	22.40674011129119	111	Zm00001d031863	1
g2038	B01	204670651	204670763	-	1.903234149747582	95	Zm00001d031866	1
g2039	B01	204737393	204737539	+	8.750776642744023	37	Zm00001d031868	1
g2040	B01	204755190	204755658	-	54.79302046806723	191	Zm00001d031871	1
g2041	B01	204987062	204987257	-	9.487909801735903	93	Zm00001d031873	1
g2042	B01	205093136	205093147	-	1.3832501787771838	1	Zm00001d031875	1
g2043	B01	205145315	205145340	+	4.45736760049339	7	Zm00001d031877	1
g2044	B01	205166631	205167324	+	116.48075502912504	167	Zm00001d031878	1
g2045	B01	205240764	205241349	+	74.7626755847283	8	Zm00001d031880	1
g2046	B01	205253183	205253375	+	4.4857566044282	76	Zm00001d031883	1
g2047	B01	205429638	205429982	+	49.156305742608	43	Zm00001d031891	1
g2048	B01	205442891	205443173	+	36.6189119917662	10	Zm00001d031892	1
g2049	B01	205617794	205618408	+	161.9997244090193	2	Zm00001d031893	2
g2050	B01	205693094	205693203	+	4.383302779708092	26	Zm00001d031894	1
g2051	B01	205925140	205925456	+	13.458636782092295	33	Zm00001d031898	2
g2052	B01	205994765	205996059	-	58.140453535371165	56	Zm00001d031899	2
g2053	B01	206146735	206146917	+	14.216530849663698	86	Zm00001d031902	1
g2054	B01	206408873	206409060	-	47.03104712117513	10	Zm00001d031908	1
g2055	B01	206471661	206471750	-	93.2705083841108	7	Zm00001d031909	1
g2056	B01	206533197	206533633	+	14.142263214851482	294	Zm00001d031911	2
g2057	B01	206642507	206642541	-	4.937732469875927	4	Zm00001d031913	1
g2058	B01	206932474	206932694	+	14.046315458818487	136	Zm00001d031925	1
g2059	B01	206985126	206985131	-	0.28467274884311783	5	Zm00001d031926	1
g2060	B01	207080757	207081055	-	5.683308967411434	76	Zm00001d031927	2
g2061	B01	207099270	207099402	-	1.9768385766095098	103	Zm00001d031928	1
g2062	B01	207105037	207105208	-	8.877500862089626	111	Zm00001d031929	1
g2063	B01	207276597	207277189	+	13.279255323816013	263	Zm00001d031933	2
g2064	B01	207283448	207283481	-	3.0420088318529217	0	Zm00001d031934	1
g2065	B01	207438525	207438677	+	5.964056002407596	40	Zm00001d031937	1
g2066	B01	207480640	207480774	-	1.5998489204559365	115	Zm00001d031938	1
